Unnamed: 0,ID,dist,Hebrew,Where_,geometry,google_unigrams_bigrams_unigrams
59,1645,1.2079653984616479,שוק הפשפשים,השוק ביפו ניתן להגיע אליו מתל אביב לנסוע דרום עד קיבוץ גלויות ולנסוע מערבה עד מגדל השעון משם הולכים דרומה בסמטאות ומגיעים,POINT (665802.3627000004 3547874.748500001),0.0
60,1699,80.88210340282853,שוק הפשפשים,יפו ליד העיר העתיקה,POINT (665700.4250999996 3547863.4311),0.4392641105519527
61,1730,0.0,שוק הפשפשים,יפו פשוט לחפש שוק הפשפשים ביפו,POINT (665851.858 3547668.9332),0.0
62,1744,0.0,שוק הפשפשים,ביפו באיזור של אבולעפיה בית אפיה,POINT (665769.7719999999 3547803.244999999),0.4392641105519527
63,1789,316.36921568710204,שוק הפשפשים,במרכז יפו העתיקה בין הרחובות,POINT (666008.4661999997 3547258.563200001),0.2465132760685737
64,1809,316.36921568710204,שוק הפשפשים,ביפו אין מה להוסיףףף,POINT (666008.4661999997 3547258.563200001),0.3203155859194308
65,1835,6841.028023382733,שוק הפשפשים,בתל אביב ליד ספסלים וקרוב לחניות רבות,POINT (670508.7692999998 3553031.639799999),3.778314931201758
66,1921,0.0,שוק הפשפשים,שוק הפשפשים נמצא ביפו כמספר דקות הליכה מכיכר השעון לכיוון דרום מזרח,POINT (665851.858 3547668.9332),0.0
67,1931,4027.198096820849,שוק הפשפשים,הוא נמצא אזור יפו,POINT (668153.3772999998 3551279.7051),0.4392641105519527
68,1959,619.9435077946337,שוק הפשפשים,בלב יפו מזרחית ליפו העתידה,POINT (665094.6930999998 3547484.0284),0.2465132760685737
69,1992,0.0,שוק הפשפשים,שוק ביפו השוק המרכזי,POINT (665851.858 3547668.9332),0.0
70,1993,0.0,שוק הפשפשים,שוק הפשפשים נמצא באיזור יפו,POINT (665851.858 3547668.9332),0.0
71,2066,619.9435077946337,שוק הפשפשים,דרום תל אביב ליד נמל יפו הישן,POINT (665094.6930999998 3547484.0284),0.2465132760685737
72,2105,316.36921568710204,שוק הפשפשים,המקום נמצא ביפו על יד השעון,POINT (666008.4661999997 3547258.563200001),0.2465132760685737
73,2136,1.2079653984616479,שוק הפשפשים,ביפו לא רחוק מכיכר השעון קצת דרום מזרחה,POINT (665802.3627000004 3547874.748500001),0.21169594861193947
74,2193,619.9435077946337,שוק הפשפשים,בחיבור יפו תל אביב לא רחוק מים,POINT (665094.6930999998 3547484.0284),0.4392641105519527
75,2216,0.0,שוק הפשפשים,ביפו קרוב לנמל ממש ליד כיכר השעון,POINT (665809.1206 3547877.331499999),0.21274826026164187
76,2246,0.0,שוק הפשפשים,יפו ליד כיכר השעון,POINT (665809.1206 3547877.331499999),0.21274826026164187
77,1036,114.3250773741901,כיכר דיזינגוף,על רחוב דיזינגוף יחסית קרוב לדיזינגוף סנטר ליד תאטרון בית לסין קפה לנדוור,POINT (667400.4812000003 3550621.6819),0.17571111809208736
78,1037,280.6569540465849,כיכר דיזינגוף,בערך באמצע רחוב דיזינגוף,POINT (667527.6413000003 3550129.6382),0.30594820652622645
79,1115,280.6569540465849,כיכר דיזינגוף,בלב רחוב דיזינגוף צפונית לדיזינגוף סנטר,POINT (667527.6413000003 3550129.6382),0.33286445407244614
80,1148,810.5686801399884,כיכר דיזינגוף,על רחוב דיזינגוף בתל אביב,POINT (667482.2296000002 3551325.649599999),0.8721970054181716
81,1197,280.6569540465849,כיכר דיזינגוף,על רחוב דיזנגוף בחלק היחסית דרומי,POINT (667527.6413000003 3550129.6382),0.31028094372534215
82,1200,280.6569540465849,כיכר דיזינגוף,בתחילת דיזינגוף אחרי דיזינגוף סנטר,POINT (667527.6413000003 3550129.6382),0.0
83,1202,1024.6994946736947,כיכר דיזינגוף,בחלק הצפוני של רחוב דיזינגוף מספר ק״מ דרומית לנמל תל אביב,POINT (668153.3772999998 3551279.7051),0.8721970054181716
84,1203,810.5686801399884,כיכר דיזינגוף,פינת דיזינגוף פינסקר וריינס,POINT (667482.2296000002 3551325.649599999),0.14287354062687777
85,1250,810.5686801399884,כיכר דיזינגוף,באמצע רחוב דיזינגוף בתל אביב,POINT (667482.2296000002 3551325.649599999),0.30594820652622645
86,1322,280.6569540465849,כיכר דיזינגוף,מרכז תל אביב בהמשך על רחוב דיזנגוף מכיוון הסנטר,POINT (667527.6413000003 3550129.6382),0.33286445407244614
87,1333,280.6569540465849,כיכר דיזינגוף,מזרחית לבימה בהמשך לרחוב דיזינגוף בסמוך למרכז מסחרי דיזינגוף סנטר,POINT (667527.6413000003 3550129.6382),0.33286445407244614
88,1337,280.6569540465849,כיכר דיזינגוף,נמצא ברחוב דיזינגוף 1 הכיכר נמצאת מרחק הליכה מדיזינגוף סנטר מהכיוון של החנות של נייק יש גשר,POINT (667527.6413000003 3550129.6382),0.0
89,1420,810.5686801399884,כיכר דיזינגוף,המקום נמצא ברחוב דיזינגוף,POINT (667482.2296000002 3551325.649599999),0.8721970054181716
90,1452,810.5686801399884,כיכר דיזינגוף,ברח דיזינגוף חיבור של מספר רחובות,POINT (667482.2296000002 3551325.649599999),0.33286445407244614
91,1454,280.6569540465849,כיכר דיזינגוף,מרכז העיר צפונית לדיזינגוף סנטר,POINT (667527.6413000003 3550129.6382),0.33286445407244614
92,1476,280.6569540465849,כיכר דיזינגוף,כיכר דיזינגוף נמצאת ברחוב דיזינגוף סמוך לדיזינגוף סנטר,POINT (667527.6413000003 3550129.6382),0.0
93,1534,0.0,כיכר דיזינגוף,במפגש של דיזינגוף ריינס וזמנהוף בסמוך לדיזנגוף סנטר,POINT (667452.9326999998 3550453.992000001),0.1303534161404823
94,1536,280.6569540465849,כיכר דיזינגוף,נוסעים על רחוב דיזינגוף מכיוון צפון לכיוון דרום עד שמגיעים לכיכר גדולה,POINT (667527.6413000003 3550129.6382),0.33286445407244614
95,1588,108.0380963826695,כיכר דיזינגוף,רחוב דיזינגוף מרכז תא,POINT (667484.8355 3550296.865499999),0.33286445407244614
96,1617,810.5686801399884,כיכר דיזינגוף,בקצה של דיזינגוף,POINT (667482.2296000002 3551325.649599999),0.33286445407244614
97,1664,280.6569540465849,כיכר דיזינגוף,חיבור של דיזינגוף עם רחוב נוסף שאני לא זוכר,POINT (667527.6413000003 3550129.6382),0.33286445407244614
98,1685,810.5686801399884,כיכר דיזינגוף,בחלקו הדרומי של רחוב דיזנגוף,POINT (667482.2296000002 3551325.649599999),0.8721970054181716
99,1690,810.5686801399884,כיכר דיזינגוף,צומת של דיזנגוף ריינס ועוד רחוב אחד,POINT (667482.2296000002 3551325.649599999),0.1303534161404823
100,1722,1024.6994946736947,כיכר דיזינגוף,לכיוון אזור צפון תל אביב,POINT (668153.3772999998 3551279.7051),1.044176697714993
101,1723,0.0,כיכר דיזינגוף,ככר בצומת הרחובות דיזנגוף פינסקר,POINT (667452.9326999998 3550453.992000001),0.14287354062687777
102,1788,317.5778746835652,כיכר דיזינגוף,בלב תל אביב על רחוב דיזינגוף,POINT (667588.7982000001 3550109.075300001),0.37073146884349534
103,1857,0.0,כיכר דיזינגוף,כיכר מרכזית בתל אביב על רחוב דיזנגוף,POINT (667452.9326999998 3550453.992000001),0.0
104,1898,3448.7974294994,כיכר דיזינגוף,מרכז צפון תל אביב,POINT (666008.4661999997 3547258.563200001),1.769971934421941
105,1922,280.6569540465849,כיכר דיזינגוף,מרכז תל אביב ליד הסנטר,POINT (667527.6413000003 3550129.6382),0.33286445407244614
106,1956,810.5686801399884,כיכר דיזינגוף,מרכז העיר על רחוב דיזינגוף,POINT (667482.2296000002 3551325.649599999),0.8721970054181716
107,2014,1024.6994946736947,כיכר דיזינגוף,הכיכר נמצאת קרוב למרכז תל אביב לא רחוק מהים,POINT (668153.3772999998 3551279.7051),2.3441520619261365
108,2020,280.6569540465849,כיכר דיזינגוף,בהמשך לדיזינגוף סנטר ליד רחוב בוגרשוב,POINT (667527.6413000003 3550129.6382),0.33286445407244614
109,2047,810.5686801399884,כיכר דיזינגוף,רחוב דיזנגוף תל אביב,POINT (667482.2296000002 3551325.649599999),0.8721970054181716
110,2087,1805.4035517651168,כיכר דיזינגוף,ברחוב דיזינגוף ליד תחנת השלום,POINT (669252.0716000004 3549978.295399999),0.33286445407244614
111,2098,280.6569540465849,כיכר דיזינגוף,ברחוב דיזינגוף ליד דיזינגוף סנטר,POINT (667527.6413000003 3550129.6382),0.33286445407244614
112,2140,280.6569540465849,כיכר דיזינגוף,מרכז תל אביב לא רחוק מהים ומדיזינגוף סנטר,POINT (667527.6413000003 3550129.6382),0.33286445407244614
113,2178,0.0,כיכר דיזינגוף,כיכר בתחילת רחוב דיזינגוף,POINT (667452.9326999998 3550453.992000001),0.8721970054181716
114,2197,1024.6994946736947,כיכר דיזינגוף,במרכז תל אביב קצת מערבה,POINT (668153.3772999998 3551279.7051),1.9057424318147058
115,2239,317.5778746835652,כיכר דיזינגוף,לב העיר קרוב לדיזינגוף סנטר על רחוב דיזנגוף,POINT (667588.7982000001 3550109.075300001),0.33286445407244614
116,1038,2221.6016749655723,התחנה המרכזית החדשה,דרום תל אביב ליד רכבת תל אביב ההגנה,POINT (669252.0716000004 3549978.295399999),0.5705871612683067
117,1065,3171.3087750202885,התחנה המרכזית החדשה,בגבול בין לב תל אביב לצפון תל אביב ליד רחוב נווה שאנן,POINT (668153.3772999998 3551279.7051),0.34310877825431924
118,1134,410.3668301336617,התחנה המרכזית החדשה,אפשר להגיע מאיזור רכבת ההגנה או בעזרת אוטובוסים רבים שזו התחנה הסופית שלהם,POINT (668495.9445000002 3547821.160800001),0.38327164153251025
119,1152,410.3668301336617,התחנה המרכזית החדשה,ליד רכבת תל אביב ההגנה,POINT (668495.9445000002 3547821.160800001),0.5705871612683067
120,1156,410.3668301336617,התחנה המרכזית החדשה,ליד רכבת תל אביב ההגנה,POINT (668495.9445000002 3547821.160800001),0.5705871612683067
121,1227,410.3668301336617,התחנה המרכזית החדשה,דרום העיר ליד רכבת ההגנה,POINT (668495.9445000002 3547821.160800001),0.5737384701004966
122,1297,410.3668301336617,התחנה המרכזית החדשה,לא רחוק מרכבת ההגנה,POINT (668495.9445000002 3547821.160800001),0.5705871612683067
123,1306,410.3668301336617,התחנה המרכזית החדשה,נמצאת ליד תחנת רכבת ההגנה,POINT (668495.9445000002 3547821.160800001),0.5705871612683067
124,1365,113.89633271417135,התחנה המרכזית החדשה,דרום תל אביב על רחוב לווינסקי,POINT (667862.3170999996 3548228.195900001),0.45815596367891664
125,1369,2221.6016749655723,התחנה המרכזית החדשה,דרום תל אביב כמה דקות הליכה מתחנת הרכבת תלאביב ההגנה,POINT (669252.0716000004 3549978.295399999),0.5705871612683067
126,1432,3396.938602877743,התחנה המרכזית החדשה,לא רחוק מתחנת רכבת מרכז,POINT (669585.9572999999 3551127.4706),3.4821373269141236
127,1434,3171.3087750202885,התחנה המרכזית החדשה,נמצא בדרום תל אביב באיזור שד בן ציון,POINT (668153.3772999998 3551279.7051),0.30256527670693234
128,1437,410.3668301336617,התחנה המרכזית החדשה,דרום תל אביב קרוב לתחנת רכבת ההגנה,POINT (668495.9445000002 3547821.160800001),0.5705871612683067
129,1505,352.41441271479897,התחנה המרכזית החדשה,נמצא על רחוב לוינסקי כחצי קילומטר מערבה מרכבת ההגנה אם הולכים מערבה אז המקום יהיה משמאלך,POINT (667602.9397999998 3548316.779200001),0.30256527670693234
130,1539,2221.6016749655723,התחנה המרכזית החדשה,דרום תל אביב ממערב לתחנת רכבת ההגנה,POINT (669252.0716000004 3549978.295399999),0.5705871612683067
131,1565,2221.6016749655723,התחנה המרכזית החדשה,בכניסה הדרומית לעיר תל אביב ליד תחנת רכבת השלום,POINT (669252.0716000004 3549978.295399999),2.3213598254510477
132,1569,6944.348032937624,התחנה המרכזית החדשה,ממש מעל איילון וקרוב לרכבת טיפה לפני שמגיעים ליפו,POINT (672694.7430999996 3553300.9723),1.9885558286360296
133,1621,352.41441271479897,התחנה המרכזית החדשה,בקצה של שוק לוינסקי ואלנבי אם ממשיכים עוד קצת מזרחה על רחוב לוינסקי מימין יש בניין עצום עם גשר רכבים שנכנס אליו,POINT (667602.9397999998 3548316.779200001),0.45815596367891664
134,1651,3514.317733612821,התחנה המרכזית החדשה,נמצאת בדרום תל אביב מגיעים אליו דרך כביש איילון מצפון ומדרום למחלף להגווארדיה פונים לרחוב לווינסקי וממשיכים על הכביש עד שמגיעים,POINT (669676.7814999996 3551214.3543),0.45815596367891664
135,1731,453.9020917181839,התחנה המרכזית החדשה,ליד התחנה המרכזית הישנה צריך לחפש חנייה באחד החניונים בסביבה כי קשה למצוא קרוב,POINT (667968.3158 3548566.8486),0.0
136,1753,3171.3087750202885,התחנה המרכזית החדשה,כמעט כל אוטובוס מגיע אליו בניין גדול בעל כמה קומות באצמע דרום תל אביב מקום מפחיד של התכנסות אסור לרדת רק לעלות,POINT (668153.3772999998 3551279.7051),0.8641184556063202
137,1757,0.0,התחנה המרכזית החדשה,מבנה בטון ענק אפשר להיכנס אליו מכמה רחובות בדרום תל אביב ליד הגג יש מסוף אוטובוסים,POINT (667970.2947000004 3548043.0364),2.9323181435463153
138,1768,3171.3087750202885,התחנה המרכזית החדשה,דרום תל אביב,POINT (668153.3772999998 3551279.7051),3.242245770887624
139,1894,410.3668301336617,התחנה המרכזית החדשה,דרום תל אביב ליד תחנת רכבת ההגנה,POINT (668495.9445000002 3547821.160800001),0.5737384701004966
140,1944,600.4818139390866,התחנה המרכזית החדשה,דרום העיר ליד שוק לווינסקי,POINT (667363.2359999996 3548398.6612),0.45815596367891664
141,1962,600.4818139390866,התחנה המרכזית החדשה,דרום העיר ליד שוק לוינסקי,POINT (667363.2359999996 3548398.6612),0.45815596367891664
142,1965,3171.3087750202885,התחנה המרכזית החדשה,דרום העיר ליד מחלף להגרדיה,POINT (668153.3772999998 3551279.7051),0.7280909012979939
143,2015,3908.3912771202145,התחנה המרכזית החדשה,בדרום תל אביב ברחוב ההגנה,POINT (670454.1057000002 3544850.1601),0.38327164153251025
144,2051,0.0,התחנה המרכזית החדשה,תחנה מרכזית בתל אביב איפה שכל הסודנים,POINT (667970.2947000004 3548043.0364),0.0
145,2079,410.3668301336617,התחנה המרכזית החדשה,דרום תל אביב ליד תחנת ההגנה,POINT (668495.9445000002 3547821.160800001),0.5737384701004966
146,2114,410.3668301336617,התחנה המרכזית החדשה,דרום תל אביב ליד תחנת רכבת ההגנה,POINT (668495.9445000002 3547821.160800001),0.5737384701004966
147,2139,2221.6016749655723,התחנה המרכזית החדשה,בדרום תל אביב מערבית לתחנת רכבת ההגנה,POINT (669252.0716000004 3549978.295399999),0.5705871612683067
148,2166,352.41441271479897,התחנה המרכזית החדשה,רחוב לוינסקי דרום מזרח תל אביב,POINT (667602.9397999998 3548316.779200001),0.21435479804472007
149,2194,3171.3087750202885,התחנה המרכזית החדשה,דרום תל אביב,POINT (668153.3772999998 3551279.7051),3.242245770887624
150,2217,410.3668301336617,התחנה המרכזית החדשה,בדרום תל אביב ליד הרכבת ליד גינה גדולה,POINT (668495.9445000002 3547821.160800001),2.251512049577673
151,2248,352.41441271479897,התחנה המרכזית החדשה,דרום תל אביב רחוב לוינסקי,POINT (667602.9397999998 3548316.779200001),0.45815596367891664
152,1039,229.741602518395,פארק צ'רלס קלור,הפארק נמצא ממש על הים יחסית בחלק הדרומי של תל אביב בגבול בין יפו לתא מולו נמצא מתחם התחנה,POINT (666335.6804 3548315.8696),1.3166232066980892
153,1072,301.8813796762399,פארק צ'רלס קלור,צפונית ליפו דרומית לבננה ביץ,POINT (666438.5607000003 3549553.2117),3.3846294344675822
154,1075,1154.7846039987821,פארק צ'רלס קלור,בחלקה הדרומי של טיילת תל אביב עד תחילתה של יפו,POINT (665094.6930999998 3547484.0284),1.3166232066980892
155,1165,2683.093493644638,פארק צ'רלס קלור,המקום נמצא בדרום תל אביב על הים,POINT (668153.3772999998 3551279.7051),2.1413706583771708
156,1191,966.369867515319,פארק צ'רלס קלור,בכניסה ליפו איפה שהטיילת נגמרת,POINT (666008.4661999997 3547258.563200001),0.9861449317602703
157,1247,1154.7846039987821,פארק צ'רלס קלור,בדיוק בין תל אביב ליפו ליד הים,POINT (665094.6930999998 3547484.0284),1.089677790923571
158,1287,2683.093493644638,פארק צ'רלס קלור,דרום תל אביב על הים,POINT (668153.3772999998 3551279.7051),4.662262139843963
159,1358,1154.7846039987821,פארק צ'רלס קלור,על הטיילת בדרום העיר לייד יפו,POINT (665094.6930999998 3547484.0284),0.9861449317602703
160,1395,301.8813796762399,פארק צ'רלס קלור,על הים אחרי כל החופים ולפני יפו,POINT (666438.5607000003 3549553.2117),1.5430322379272103
161,1405,966.369867515319,פארק צ'רלס קלור,דרום תל אביב ליד יפו,POINT (666008.4661999997 3547258.563200001),1.5430322379272103
162,1507,1154.7846039987821,פארק צ'רלס קלור,צמוד לחוף בחלק הדרומי של תל אביב קצת לפני הכניסה ליפו,POINT (665094.6930999998 3547484.0284),1.094004471246094
163,1545,301.8813796762399,פארק צ'רלס קלור,בחלק הדרומי של העיר על הים,POINT (666438.5607000003 3549553.2117),3.1847615180548483
164,1573,2832.388318991604,פארק צ'רלס קלור,בצפון יפו על הים דשא ענק וחוף הכלבים,POINT (667098.5142000001 3551997.9101),0.9949963609795898
165,1577,3069.5165668218897,פארק צ'רלס קלור,דרומי יחסית ממוקם מזרחה לשכונת לה גווארדיה במזרח העיר,POINT (669346.2378000002 3548401.0152),3.489003967489104
166,1641,5361.615443287057,פארק צ'רלס קלור,סמוך לים בדרום הטיילת ומצפון ליפו,POINT (667921.2161999997 3554394.009099999),1.1677337441020523
167,1650,301.8813796762399,פארק צ'רלס קלור,על חוף הים בין יפו לתל אביב עצמה,POINT (666438.5607000003 3549553.2117),1.5430322379272103
168,1691,2683.093493644638,פארק צ'רלס קלור,לחוף הים בתל אביב בגבול שבין תל אביב ליפו,POINT (668153.3772999998 3551279.7051),1.5430322379272103
169,1737,2683.093493644638,פארק צ'רלס קלור,המקום יושב על הגבול שבין תא ליפו על החוף,POINT (668153.3772999998 3551279.7051),1.6922556458226743
