,ID,TimeStamp,Where,What,UserID,Age,Gender,Education,City,User_clearness,User_knows_TLV,User_comment,LocationID,Location_Hebrew,Location_English,Location_Type,Location_Area,Location_geometry,Google_distance,Google_geometry,GIR_distance,GIR_geometry,geo_point,GIR_Distance
65,1671,381529.0,לאורך רחוב החשמונאים בגבול עם דרום העיר,יש בקניון 23 קומות ועוד כמה קומות תת קרקעיות של חניה כולל חנויות ומסעדות יש לו מבנה מעגלי ודרגנועים קשה להתמצא בו,451,28,1,2,חיפה,1,2," לא היה ברור לי עד כמה המקום היה צריך להיות מוכר כדי שאענה עליו , היו לדוגמא מקומות שהכרתי במראה וידעתי לתאר אותם אבל לא כל כך ידעתי לתאר איפה הם.",81,קניון TLV,TLV Fashion Mall,Building,7665.706401507998,"MULTIPOLYGON Z (((668295.0998 3549505.7436 0, 668321.8700000001 3549533.9778 0, 668422.8827 3549527.782400001 0, 668314.4974999996 3549412.7261 0, 668295.0998 3549505.7436 0)))",1753.839707452595,POINT (668153.3772999998 3551279.7051),0.0,"POLYGON ((668295.3364301613 3549533.871650125, 668317.2042589135 3549532.857970112, 668436.974184674 3549525.168186017, 668461.0373779122 3549523.880614229, 668484.9587907352 3549522.601842682, 668592.1074249611 3549517.544020764, 668637.7159124326 3549514.772704618, 668640.0791435934 3549514.623316771, 668686.0509245448 3549511.015408735, 668706.51520288 3549509.801870894, 668718.2219474307 3549508.820317958, 668707.5901912933 3549494.504694229, 668693.4725923864 3549479.698833332, 668646.1660178795 3549432.182921567, 668644.3267245209 3549430.34482667, 668580.4890449706 3549366.597309901, 668513.6429817644 3549299.70641866, 668476.7163448526 3549262.255239646, 668471.3110153924 3549256.776191242, 668469.5155999523 3549250.569492028, 668468.9977054126 3549243.629823686, 668469.4857452407 3549236.961861256, 668447.8229845641 3549214.690149588, 668402.4601844705 3549163.126648238, 668401.1362860444 3549157.526609224, 668401.0531622902 3549149.418623623, 668404.3147284264 3549142.91851175, 668412.649664568 3549136.280502582, 668460.559915259 3549120.050126753, 668478.8871605499 3549116.442390387, 668515.4480554751 3549107.038897189, 668514.553023856 3549106.60433975, 668512.8115386325 3549104.557187272, 668510.8433029233 3549101.375127566, 668510.7821248233 3549097.082377661, 668513.3778408158 3549093.731860713, 668518.4388846429 3549091.486755189, 668524.2072298275 3549091.582206232, 668531.2543750106 3549093.151581403, 668537.3014411414 3549094.094474272, 668538.3656857261 3549094.267343165, 668539.5463392724 3549094.253612669, 668569.5683021761 3549086.754775656, 668588.2880128074 3549082.018799763, 668607.1146086017 3549077.672768651, 668615.0753079499 3549075.398087368, 668612.3729862716 3549068.644037511, 668609.6944664945 3549058.740888885, 668598.7767695063 3549018.304292516, 668593.9432106826 3549003.951748465, 668588.2075081936 3548990.471455425, 668579.0063706986 3548968.982444505, 668544.2264994966 3548893.617470091, 668538.9182577794 3548879.977941948, 668526.6095545504 3548871.068805843, 668521.2162803153 3548868.273665774, 668514.2644985251 3548865.497101539, 668504.7631478308 3548865.561697579, 668488.9866969506 3548868.184033571, 668459.6265145391 3548875.605367436, 668327.4105218194 3548912.510717535, 668276.7249951344 3548926.344878146, 668242.8038446965 3548941.775882061, 668232.7386640314 3548945.679553363, 668223.3323232209 3548948.573860295, 668212.7166911572 3548949.784741551, 668193.841047951 3548950.23819559, 668176.7346052323 3548949.922437583, 668145.034562801 3548941.80256331, 668147.3946538522 3548957.8661957, 668178.2063491509 3548977.460379756, 668197.4121997568 3548991.318116914, 668198.8338163904 3548995.012298854, 668198.7402301166 3548999.535367057, 668196.7790517971 3549002.208874466, 668194.3627775444 3549004.420187061, 668166.959286108 3549013.482655988, 667905.2701083403 3549100.078507524, 667903.0432963048 3549100.540831892, 667903.5748321086 3549102.667732232, 667904.3752700251 3549106.240729945, 667912.9875197108 3549144.620090242, 667917.7757610922 3549151.463771683, 667921.2783574067 3549157.243822764, 667924.337052117 3549163.027645465, 667942.2936811509 3549196.515303116, 667997.3469029502 3549160.516722447, 668063.0516577021 3549119.426567366, 668094.1229929328 3549179.335995542, 668207.067410901 3549125.441651818, 668209.1583000966 3549129.779006813, 668221.5035905004 3549155.334074948, 668243.1287775466 3549200.493881978, 668252.1687642334 3549193.468167054, 668280.27196711 3549176.898661571, 668288.5256931891 3549172.310818504, 668316.1221394734 3549154.413351141, 668318.8585896157 3549155.112873738, 668322.1914638665 3549156.864691431, 668324.416836517 3549158.775640943, 668325.6813551723 3549159.97205511, 668326.6497284054 3549161.374279812, 668326.869166631 3549162.952651431, 668325.1222748802 3549165.230445824, 668321.8516631792 3549167.139273675, 668286.2854519244 3549187.300407761, 668251.7451258211 3549207.678222904, 668251.3157049923 3549214.2362582, 668251.5526282778 3549220.472610238, 668253.0109938278 3549228.226258595, 668253.2397012092 3549237.246001687, 668252.1804870729 3549242.485041656, 668250.6114775713 3549247.71565901, 668250.3628659482 3549251.903475975, 668249.8215938329 3549256.086457715, 668244.1178519615 3549281.809155242, 668290.4159388494 3549292.787824312, 668296.1817430102 3549265.602324365, 668300.5246495132 3549245.09152047, 668333.7313880798 3549252.260951514, 668339.3300768842 3549253.473563893, 668325.9648961009 3549317.639743994, 668337.7058815834 3549313.453370819, 668334.9062850946 3549325.716718782, 668325.8335159963 3549367.863066467, 668310.1879154531 3549442.604463944, 668299.6958914298 3549490.072633212, 668296.4894381429 3549504.103625677, 668295.6582477058 3549508.1154689, 668291.1547451793 3549527.492466738, 668289.6071143943 3549534.287087679, 668295.3364301613 3549533.871650125))",POINT (668365.7153075683 3549185.848294591),232.58719311168502
66,1696,807105.0,המקום נמצא בפינת הרחובות החשמונאים וקרליבך לאורך חלק נרחב מרחובות אלה,קניון גדול בעל מספר כניסות עם חנויות לקניון מספר כניסות ומעליו גן ציבורי ומבני מגורים,455,25,1,1,ירושלים,2,3, ,81,קניון TLV,TLV Fashion Mall,Building,7665.706401507998,"MULTIPOLYGON Z (((668295.0998 3549505.7436 0, 668321.8700000001 3549533.9778 0, 668422.8827 3549527.782400001 0, 668314.4974999996 3549412.7261 0, 668295.0998 3549505.7436 0)))",268.5227667930812,POINT (668041.4177000001 3549593.776799999),9.254949890447934,"POLYGON ((668236.1653514508 3549541.954183328, 668256.0698038652 3549539.177933467, 668272.2999365989 3549536.462988431, 668278.6727502587 3549535.39279055, 668280.484792227 3549528.025870907, 668284.4017106893 3549512.14353752, 668298.0973048775 3549442.814950015, 668300.2730438513 3549432.870131561, 668262.0785488919 3549426.416818189, 668252.9746219282 3549469.327892209, 668241.8538704484 3549494.284612149, 668234.1913470718 3549501.39961965, 668231.8741946088 3549491.901779973, 668234.1095044882 3549480.061587982, 668232.1659789672 3549474.24062887, 668228.5477641762 3549464.044821124, 668225.6718849442 3549442.638452945, 668147.1336040054 3549444.945439149, 668197.3160449113 3549549.441175108, 668236.1653514508 3549541.954183328))",POINT (668229.0863748961 3549488.117947768),68.2214203780549
67,1881,594766.0,כקילומטר דרומית לעזריאלי בדרך מנחם בגין אפשר לפנות לרחוב החשמונאים שם נמצא הקניון,מבנה נמוך עם שלט tlv ועם שומרים בכניסה,513,19,2,1,ראשון לציון,0,0,,81,קניון TLV,TLV Fashion Mall,Building,7665.706401507998,"MULTIPOLYGON Z (((668295.0998 3549505.7436 0, 668321.8700000001 3549533.9778 0, 668422.8827 3549527.782400001 0, 668314.4974999996 3549412.7261 0, 668295.0998 3549505.7436 0)))",3486.140259249468,POINT (670191.9995999997 3546475.3532),562.8110889733687,"POLYGON ((668083.6452065911 3548880.394560692, 668094.2608870564 3548879.183542691, 668180.02442105 3548866.215978493, 668165.1133755132 3548786.689256285, 668158.397625511 3548778.760114862, 668136.5468704351 3548758.04972517, 668102.4824930754 3548728.354738859, 668092.3057742974 3548711.541103406, 668086.818732272 3548703.543575903, 668073.3978830166 3548716.785035538, 668064.5556091187 3548726.120846835, 667995.9205533142 3548790.706265838, 667974.6249634558 3548811.902366865, 667967.7262721943 3548819.640118283, 667977.06806186 3548824.096994953, 668000.624935668 3548835.275833988, 668052.237174661 3548866.579691501, 668070.8837496538 3548881.159859854, 668083.6452065911 3548880.394560692))",POINT (668085.1661406453 3548806.92207311),647.7587447341291
68,1976,296563.09,רחוב החשמונאים דרומית לקריה ומגדלי עזריאלי,קניון גדול סמוך למגדלי מגורים,537,31,1,2,פתח תקווה,1,3, ,81,קניון TLV,TLV Fashion Mall,Building,7665.706401507998,"MULTIPOLYGON Z (((668295.0998 3549505.7436 0, 668321.8700000001 3549533.9778 0, 668422.8827 3549527.782400001 0, 668314.4974999996 3549412.7261 0, 668295.0998 3549505.7436 0)))",876.6847251054187,POINT (669077.8591 3550110.518999999),0.0,"POLYGON ((668295.3364301613 3549533.871650125, 668317.2042589135 3549532.857970112, 668436.974184674 3549525.168186017, 668461.0373779122 3549523.880614229, 668484.9587907352 3549522.601842682, 668592.1074249611 3549517.544020764, 668637.7159124326 3549514.772704618, 668640.0791435934 3549514.623316771, 668686.0509245448 3549511.015408735, 668706.51520288 3549509.801870894, 668718.2219474307 3549508.820317958, 668707.5901912933 3549494.504694229, 668693.4725923864 3549479.698833332, 668646.1660178795 3549432.182921567, 668644.3267245209 3549430.34482667, 668580.4890449706 3549366.597309901, 668513.6429817644 3549299.70641866, 668476.7163448526 3549262.255239646, 668471.3110153924 3549256.776191242, 668469.5155999523 3549250.569492028, 668468.9977054126 3549243.629823686, 668469.4857452407 3549236.961861256, 668447.8229845641 3549214.690149588, 668402.4601844705 3549163.126648238, 668401.1362860444 3549157.526609224, 668401.0531622902 3549149.418623623, 668404.3147284264 3549142.91851175, 668412.649664568 3549136.280502582, 668460.559915259 3549120.050126753, 668478.8871605499 3549116.442390387, 668515.4480554751 3549107.038897189, 668514.553023856 3549106.60433975, 668512.8115386325 3549104.557187272, 668510.8433029233 3549101.375127566, 668510.7821248233 3549097.082377661, 668513.3778408158 3549093.731860713, 668518.4388846429 3549091.486755189, 668524.2072298275 3549091.582206232, 668531.2543750106 3549093.151581403, 668537.3014411414 3549094.094474272, 668538.3656857261 3549094.267343165, 668539.5463392724 3549094.253612669, 668569.5683021761 3549086.754775656, 668588.2880128074 3549082.018799763, 668607.1146086017 3549077.672768651, 668615.0753079499 3549075.398087368, 668612.3729862716 3549068.644037511, 668609.6944664945 3549058.740888885, 668598.7767695063 3549018.304292516, 668593.9432106826 3549003.951748465, 668588.2075081936 3548990.471455425, 668579.0063706986 3548968.982444505, 668544.2264994966 3548893.617470091, 668538.9182577794 3548879.977941948, 668526.6095545504 3548871.068805843, 668521.2162803153 3548868.273665774, 668514.2644985251 3548865.497101539, 668504.7631478308 3548865.561697579, 668488.9866969506 3548868.184033571, 668459.6265145391 3548875.605367436, 668327.4105218194 3548912.510717535, 668276.7249951344 3548926.344878146, 668242.8038446965 3548941.775882061, 668232.7386640314 3548945.679553363, 668223.3323232209 3548948.573860295, 668212.7166911572 3548949.784741551, 668193.841047951 3548950.23819559, 668176.7346052323 3548949.922437583, 668145.034562801 3548941.80256331, 668147.3946538522 3548957.8661957, 668178.2063491509 3548977.460379756, 668197.4121997568 3548991.318116914, 668198.8338163904 3548995.012298854, 668198.7402301166 3548999.535367057, 668196.7790517971 3549002.208874466, 668194.3627775444 3549004.420187061, 668166.959286108 3549013.482655988, 667905.2701083403 3549100.078507524, 667903.0432963048 3549100.540831892, 667903.5748321086 3549102.667732232, 667904.3752700251 3549106.240729945, 667912.9875197108 3549144.620090242, 667917.7757610922 3549151.463771683, 667921.2783574067 3549157.243822764, 667924.337052117 3549163.027645465, 667942.2936811509 3549196.515303116, 667997.3469029502 3549160.516722447, 668063.0516577021 3549119.426567366, 668094.1229929328 3549179.335995542, 668207.067410901 3549125.441651818, 668209.1583000966 3549129.779006813, 668221.5035905004 3549155.334074948, 668243.1287775466 3549200.493881978, 668252.1687642334 3549193.468167054, 668280.27196711 3549176.898661571, 668288.5256931891 3549172.310818504, 668316.1221394734 3549154.413351141, 668318.8585896157 3549155.112873738, 668322.1914638665 3549156.864691431, 668324.416836517 3549158.775640943, 668325.6813551723 3549159.97205511, 668326.6497284054 3549161.374279812, 668326.869166631 3549162.952651431, 668325.1222748802 3549165.230445824, 668321.8516631792 3549167.139273675, 668286.2854519244 3549187.300407761, 668251.7451258211 3549207.678222904, 668251.3157049923 3549214.2362582, 668251.5526282778 3549220.472610238, 668253.0109938278 3549228.226258595, 668253.2397012092 3549237.246001687, 668252.1804870729 3549242.485041656, 668250.6114775713 3549247.71565901, 668250.3628659482 3549251.903475975, 668249.8215938329 3549256.086457715, 668244.1178519615 3549281.809155242, 668290.4159388494 3549292.787824312, 668296.1817430102 3549265.602324365, 668300.5246495132 3549245.09152047, 668333.7313880798 3549252.260951514, 668339.3300768842 3549253.473563893, 668325.9648961009 3549317.639743994, 668337.7058815834 3549313.453370819, 668334.9062850946 3549325.716718782, 668325.8335159963 3549367.863066467, 668310.1879154531 3549442.604463944, 668299.6958914298 3549490.072633212, 668296.4894381429 3549504.103625677, 668295.6582477058 3549508.1154689, 668291.1547451793 3549527.492466738, 668289.6071143943 3549534.287087679, 668295.3364301613 3549533.871650125))",POINT (668365.7153075683 3549185.848294591),232.58719311168502
69,2146,373639.135,דרומית לשרונה אזור רחוב החשמונאים,קניון בעל שתי קומות רחב ובדרך כלל לא עמוס בקומה התחתונה חנויות ורשתות רגילות ובקומה העליונה חנויות יוקרתיות,575,27,2,2,חיפה,4,2,"הסקר מעניין מאד, הסתבר לי שתיאור מקום שהוא מוכר עבורי היא לא טריוואלית, יש הרבה אספקטים ופרטים שאפשר להתייחס אליהם ואני נהנתי להתנסות ולחשוב עליהם",81,קניון TLV,TLV Fashion Mall,Building,7665.706401507998,"MULTIPOLYGON Z (((668295.0998 3549505.7436 0, 668321.8700000001 3549533.9778 0, 668422.8827 3549527.782400001 0, 668314.4974999996 3549412.7261 0, 668295.0998 3549505.7436 0)))",268.5227667930812,POINT (668041.4177000001 3549593.776799999),0.0,"POLYGON ((668295.3364301613 3549533.871650125, 668317.2042589135 3549532.857970112, 668436.974184674 3549525.168186017, 668461.0373779122 3549523.880614229, 668484.9587907352 3549522.601842682, 668592.1074249611 3549517.544020764, 668637.7159124326 3549514.772704618, 668640.0791435934 3549514.623316771, 668686.0509245448 3549511.015408735, 668706.51520288 3549509.801870894, 668718.2219474307 3549508.820317958, 668707.5901912933 3549494.504694229, 668693.4725923864 3549479.698833332, 668646.1660178795 3549432.182921567, 668644.3267245209 3549430.34482667, 668580.4890449706 3549366.597309901, 668513.6429817644 3549299.70641866, 668476.7163448526 3549262.255239646, 668471.3110153924 3549256.776191242, 668469.5155999523 3549250.569492028, 668468.9977054126 3549243.629823686, 668469.4857452407 3549236.961861256, 668447.8229845641 3549214.690149588, 668402.4601844705 3549163.126648238, 668401.1362860444 3549157.526609224, 668401.0531622902 3549149.418623623, 668404.3147284264 3549142.91851175, 668412.649664568 3549136.280502582, 668460.559915259 3549120.050126753, 668478.8871605499 3549116.442390387, 668515.4480554751 3549107.038897189, 668514.553023856 3549106.60433975, 668512.8115386325 3549104.557187272, 668510.8433029233 3549101.375127566, 668510.7821248233 3549097.082377661, 668513.3778408158 3549093.731860713, 668518.4388846429 3549091.486755189, 668524.2072298275 3549091.582206232, 668531.2543750106 3549093.151581403, 668537.3014411414 3549094.094474272, 668538.3656857261 3549094.267343165, 668539.5463392724 3549094.253612669, 668569.5683021761 3549086.754775656, 668588.2880128074 3549082.018799763, 668607.1146086017 3549077.672768651, 668615.0753079499 3549075.398087368, 668612.3729862716 3549068.644037511, 668609.6944664945 3549058.740888885, 668598.7767695063 3549018.304292516, 668593.9432106826 3549003.951748465, 668588.2075081936 3548990.471455425, 668579.0063706986 3548968.982444505, 668544.2264994966 3548893.617470091, 668538.9182577794 3548879.977941948, 668526.6095545504 3548871.068805843, 668521.2162803153 3548868.273665774, 668514.2644985251 3548865.497101539, 668504.7631478308 3548865.561697579, 668488.9866969506 3548868.184033571, 668459.6265145391 3548875.605367436, 668327.4105218194 3548912.510717535, 668276.7249951344 3548926.344878146, 668242.8038446965 3548941.775882061, 668232.7386640314 3548945.679553363, 668223.3323232209 3548948.573860295, 668212.7166911572 3548949.784741551, 668193.841047951 3548950.23819559, 668176.7346052323 3548949.922437583, 668145.034562801 3548941.80256331, 668147.3946538522 3548957.8661957, 668178.2063491509 3548977.460379756, 668197.4121997568 3548991.318116914, 668198.8338163904 3548995.012298854, 668198.7402301166 3548999.535367057, 668196.7790517971 3549002.208874466, 668194.3627775444 3549004.420187061, 668166.959286108 3549013.482655988, 667905.2701083403 3549100.078507524, 667903.0432963048 3549100.540831892, 667903.5748321086 3549102.667732232, 667904.3752700251 3549106.240729945, 667912.9875197108 3549144.620090242, 667917.7757610922 3549151.463771683, 667921.2783574067 3549157.243822764, 667924.337052117 3549163.027645465, 667942.2936811509 3549196.515303116, 667997.3469029502 3549160.516722447, 668063.0516577021 3549119.426567366, 668094.1229929328 3549179.335995542, 668207.067410901 3549125.441651818, 668209.1583000966 3549129.779006813, 668221.5035905004 3549155.334074948, 668243.1287775466 3549200.493881978, 668252.1687642334 3549193.468167054, 668280.27196711 3549176.898661571, 668288.5256931891 3549172.310818504, 668316.1221394734 3549154.413351141, 668318.8585896157 3549155.112873738, 668322.1914638665 3549156.864691431, 668324.416836517 3549158.775640943, 668325.6813551723 3549159.97205511, 668326.6497284054 3549161.374279812, 668326.869166631 3549162.952651431, 668325.1222748802 3549165.230445824, 668321.8516631792 3549167.139273675, 668286.2854519244 3549187.300407761, 668251.7451258211 3549207.678222904, 668251.3157049923 3549214.2362582, 668251.5526282778 3549220.472610238, 668253.0109938278 3549228.226258595, 668253.2397012092 3549237.246001687, 668252.1804870729 3549242.485041656, 668250.6114775713 3549247.71565901, 668250.3628659482 3549251.903475975, 668249.8215938329 3549256.086457715, 668244.1178519615 3549281.809155242, 668290.4159388494 3549292.787824312, 668296.1817430102 3549265.602324365, 668300.5246495132 3549245.09152047, 668333.7313880798 3549252.260951514, 668339.3300768842 3549253.473563893, 668325.9648961009 3549317.639743994, 668337.7058815834 3549313.453370819, 668334.9062850946 3549325.716718782, 668325.8335159963 3549367.863066467, 668310.1879154531 3549442.604463944, 668299.6958914298 3549490.072633212, 668296.4894381429 3549504.103625677, 668295.6582477058 3549508.1154689, 668291.1547451793 3549527.492466738, 668289.6071143943 3549534.287087679, 668295.3364301613 3549533.871650125))",POINT (668365.7153075683 3549185.848294591),232.58719311168502
70,1102,399503.3,נמצא בדרום תל אביב בסמוך לשוק הכרמל ולחניון הכובשים ומלון דן פנורמה,מספר רחובות עם בתי קפה וברים שכונתיים,268,24,2,2,ראש העין,0,0,,80,כרם התמנים,"Kerem HaTeimanim, Tel Aviv-Yafo",Neighborhood,119174.29371113973,"MULTIPOLYGON Z (((667120.6102 3549544.080399999 0, 666807.2871000003 3549236.907400001 0, 666621.8551000003 3549353.9516 0, 666776.6306999996 3549636.497199999 0, 666852.3691999996 3549592.118100001 0, 667002.9161 3549696.3135 0, 667059.0396999996 3549677.3082 0, 667120.6102 3549544.080399999 0)))",421.90244118718283,POINT (666436.5393000003 3548972.0043),204.69126011675343,"POLYGON ((666602.2720378186 3549119.123328197, 666640.9243314111 3549088.471840032, 666615.7282351439 3549077.014309999, 666611.4488199712 3549075.380659198, 666607.3832859362 3549074.526784049, 666603.8302829656 3549074.091611763, 666600.3037884283 3549073.767770778, 666597.2168367493 3549073.70629385, 666597.1790754871 3549073.70556524, 666593.237932829 3549074.483907647, 666589.1123175058 3549074.416421444, 666581.23020544 3549075.385365875, 666577.1182245307 3549076.216368217, 666547.8010468391 3549085.196344395, 666543.23593012 3549086.59661069, 666512.9128413365 3549095.881833361, 666531.0173604339 3549153.522371891, 666535.1374306587 3549166.63115881, 666602.2720378186 3549119.123328197))",POINT (666568.0119702591 3549110.266192868),234.80823081718628
71,1298,139290.8,יחסית בדרום תל אביב,חניות אוכל מדרחוב קטן,343,24,2,2,ברכיה,2,1, ,80,כרם התמנים,"Kerem HaTeimanim, Tel Aviv-Yafo",Neighborhood,119174.29371113973,"MULTIPOLYGON Z (((667120.6102 3549544.080399999 0, 666807.2871000003 3549236.907400001 0, 666621.8551000003 3549353.9516 0, 666776.6306999996 3549636.497199999 0, 666852.3691999996 3549592.118100001 0, 667002.9161 3549696.3135 0, 667059.0396999996 3549677.3082 0, 667120.6102 3549544.080399999 0)))",1940.4253854136248,POINT (668153.3772999998 3551279.7051),2527.3983809022,"POLYGON ((668494.9052465928 3547348.831815167, 668528.1822499754 3547294.44356083, 668566.4308843678 3547233.583601245, 668595.2230655416 3547185.420318327, 668644.7763313036 3547088.728173288, 668651.4346817152 3547073.922661982, 668663.8580792301 3547046.293240565, 668647.947574298 3547046.062988819, 668630.5756106207 3547046.185852873, 668613.4497102677 3547046.279548291, 668549.5911236785 3547047.35246175, 668518.6055213902 3547048.226274283, 668504.9223799708 3547048.609963459, 668444.6246681752 3547048.544718143, 668453.1000333847 3547091.224982081, 668457.8945026033 3547109.73535334, 668460.8191484429 3547119.653552277, 668464.0419206116 3547129.820654642, 668470.2519998003 3547147.256553052, 668479.5788086666 3547173.27198264, 668488.3293083514 3547183.297598658, 668492.8400398612 3547186.399671839, 668498.0235711179 3547188.226462822, 668504.6144991887 3547188.33544001, 668512.0733193336 3547187.937555168, 668505.3274880572 3547197.196832744, 668502.1953196354 3547202.689907616, 668499.6786731383 3547210.943413283, 668498.9132058769 3547217.251902189, 668500.84054798 3547232.643044524, 668501.6618736599 3547234.952198839, 668504.6914004077 3547244.805612642, 668505.9146448092 3547253.653264103, 668506.758355202 3547263.747779713, 668506.0745789856 3547274.826203401, 668504.8712825173 3547285.907126515, 668501.0740560222 3547297.921055043, 668495.2454179609 3547308.836781941, 668485.8970038753 3547320.449194097, 668492.5270491239 3547353.283833545, 668492.5482436038 3547353.390090909, 668494.9052465928 3547348.831815167))",POINT (668543.4267904782 3547141.122092116),2721.488027090671
72,1374,479003.0,דרום העיר לייד שוק הכרמל,שכונה ייחודית שמשמרת את האותנטיות שלה,348,33,1,2,קיסריה,2,4, ,80,כרם התמנים,"Kerem HaTeimanim, Tel Aviv-Yafo",Neighborhood,119174.29371113973,"MULTIPOLYGON Z (((667120.6102 3549544.080399999 0, 666807.2871000003 3549236.907400001 0, 666621.8551000003 3549353.9516 0, 666776.6306999996 3549636.497199999 0, 666852.3691999996 3549592.118100001 0, 667002.9161 3549696.3135 0, 667059.0396999996 3549677.3082 0, 667120.6102 3549544.080399999 0)))",0.0,POINT (666900.1963 3549346.2161),216.37030887068627,"POLYGON ((666646.5247979662 3549082.087129621, 666647.9013280056 3549081.643889333, 666681.8244282897 3549050.892978363, 666723.2268420905 3549016.682651366, 666728.9131008843 3549011.985012364, 666713.8744401779 3548962.090483279, 666702.1217890923 3548935.282962536, 666691.2683184787 3548908.346011258, 666690.4414981091 3548906.935183995, 666689.4216855874 3548905.776259979, 666687.7208558305 3548904.683817781, 666686.2137490637 3548903.87178745, 666684.5599476648 3548903.367866525, 666682.3805385591 3548902.666819951, 666671.8580035034 3548912.053886287, 666660.6855091822 3548920.764948208, 666623.2145866513 3548946.700445703, 666566.7768785495 3548993.130010835, 666582.4013847862 3549017.061937195, 666596.6969893496 3549039.098005122, 666599.794357355 3549042.564281751, 666603.527692602 3549045.253598777, 666606.3322104637 3549048.726176595, 666608.1265714702 3549052.758890992, 666611.3345186572 3549057.546647836, 666614.1880570829 3549061.485795089, 666616.3082781882 3549064.071099503, 666618.9791555156 3549067.05355087, 666623.0160496343 3549070.812447869, 666638.2414092612 3549079.87782611, 666639.5879993852 3549080.687224379, 666640.9747106624 3549081.353113981, 666642.3450799948 3549081.863481387, 666643.9082554971 3549082.133031755, 666645.2188887311 3549082.254284604, 666646.5247979662 3549082.087129621))",POINT (666653.3531361453 3548995.933446949),285.9400491435094
73,1419,934522.1,דרום תל אביב ליד אלנבי,סמטאות צרות ויפות אווירה עתיקה סוג של בתי קפה נחמדים וכמה מסעדות,353,34,1,2,חולון,3,2, נחנקנו,80,כרם התמנים,"Kerem HaTeimanim, Tel Aviv-Yafo",Neighborhood,119174.29371113973,"MULTIPOLYGON Z (((667120.6102 3549544.080399999 0, 666807.2871000003 3549236.907400001 0, 666621.8551000003 3549353.9516 0, 666776.6306999996 3549636.497199999 0, 666852.3691999996 3549592.118100001 0, 667002.9161 3549696.3135 0, 667059.0396999996 3549677.3082 0, 667120.6102 3549544.080399999 0)))",1940.4253854136248,POINT (668153.3772999998 3551279.7051),695.6801672983221,"POLYGON ((667406.6055898005 3548685.798166139, 667411.2501786323 3548669.239977671, 667374.9170368959 3548653.339109862, 667373.1323417563 3548655.627526694, 667372.1044636262 3548656.686335552, 667371.0976541999 3548657.612414522, 667369.407982789 3548658.715797465, 667367.9636321341 3548659.257637963, 667366.8925885578 3548659.495101612, 667362.5933894847 3548659.635163718, 667357.876077465 3548659.35803955, 667342.7037947557 3548657.977612052, 667302.2389303804 3548652.710670348, 667277.6236790067 3548724.311655168, 667387.8033974996 3548750.718675221, 667406.6055898005 3548685.798166139))",POINT (667346.7684005138 3548698.460557389),762.1656131134548
74,1524,135133.9,דרום העיר בקרבת הים לסמוך לשוק הכרמל,אזור מגורים ומקומות בילוי,408,29,2,2,תל אביב,0,0,,80,כרם התמנים,"Kerem HaTeimanim, Tel Aviv-Yafo",Neighborhood,119174.29371113973,"MULTIPOLYGON Z (((667120.6102 3549544.080399999 0, 666807.2871000003 3549236.907400001 0, 666621.8551000003 3549353.9516 0, 666776.6306999996 3549636.497199999 0, 666852.3691999996 3549592.118100001 0, 667002.9161 3549696.3135 0, 667059.0396999996 3549677.3082 0, 667120.6102 3549544.080399999 0)))",0.0,POINT (666900.1963 3549346.2161),216.37030887068627,"POLYGON ((666646.5247979662 3549082.087129621, 666647.9013280056 3549081.643889333, 666681.8244282897 3549050.892978363, 666723.2268420905 3549016.682651366, 666728.9131008843 3549011.985012364, 666713.8744401779 3548962.090483279, 666702.1217890923 3548935.282962536, 666691.2683184787 3548908.346011258, 666690.4414981091 3548906.935183995, 666689.4216855874 3548905.776259979, 666687.7208558305 3548904.683817781, 666686.2137490637 3548903.87178745, 666684.5599476648 3548903.367866525, 666682.3805385591 3548902.666819951, 666671.8580035034 3548912.053886287, 666660.6855091822 3548920.764948208, 666623.2145866513 3548946.700445703, 666566.7768785495 3548993.130010835, 666582.4013847862 3549017.061937195, 666596.6969893496 3549039.098005122, 666599.794357355 3549042.564281751, 666603.527692602 3549045.253598777, 666606.3322104637 3549048.726176595, 666608.1265714702 3549052.758890992, 666611.3345186572 3549057.546647836, 666614.1880570829 3549061.485795089, 666616.3082781882 3549064.071099503, 666618.9791555156 3549067.05355087, 666623.0160496343 3549070.812447869, 666638.2414092612 3549079.87782611, 666639.5879993852 3549080.687224379, 666640.9747106624 3549081.353113981, 666642.3450799948 3549081.863481387, 666643.9082554971 3549082.133031755, 666645.2188887311 3549082.254284604, 666646.5247979662 3549082.087129621))",POINT (666653.3531361453 3548995.933446949),285.9400491435094
